,message,label
3568,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam
3569,Sent me de webadres for geting salary slip,nonspam
3570,She's fine. Sends her greetings,nonspam
3571,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
3572,But you dint in touch with me.,nonspam
3573,"Yup, leaving right now, be back soon",nonspam
3574,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
3575,Yeah sure I'll leave in a min,nonspam
3576,And do you have any one that can teach me how to ship cars.,nonspam
3577,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",nonspam
3578,Yeah confirmed for you staying at  that weekend,nonspam
3579,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,nonspam
3580,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",nonspam
3581,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",nonspam
3582,Ard 4 lor...,nonspam
3583,You are right. Meanwhile how's project twins comin up,nonspam
3584,I sent your maga that money yesterday oh.,nonspam
3585,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
3586,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,nonspam
3587,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam
3588,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,nonspam
3589,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,nonspam
3590,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,nonspam
3591,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,nonspam
3592,How much would it cost to hire a hitman,nonspam
3593,I anything lor...,nonspam
3594,"Sorry, I'll call later",nonspam
3595,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam
3596,Huh but i cant go 2 ur house empty handed right?,nonspam
3597,Good morning princess! Happy New Year!,nonspam
3598,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
3599,"Aight, we'll head out in a few",nonspam
3600,Then wat r u doing now? Busy wif work?,nonspam
3601,I know you mood off today,nonspam
3602,"Jay told me already, will do",nonspam
3603,Cps is causing the outages to conserve energy.,nonspam
3604,"I'm not sure, I was just checking out what was happening around the area",nonspam
3605,Hey morning what you come to ask:-) pa...,nonspam
3606,Jordan got voted out last nite!,nonspam
3607,"That means you got an A in epi, she.s fine. She.s here now.",nonspam
3608,I have no idea where you are,nonspam
3609,Pls come quick cant bare this.,nonspam
3610,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,nonspam
3611,"Call me. I m unable to cal. Lets meet bhaskar, and deep",nonspam
3612,No. I.ll meet you in the library,nonspam
3613,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",nonspam
3614,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,nonspam
3615,Ok c ü then.,nonspam
3616,I enjoy watching and playing football and basketball. Anything outdoors. And you?,nonspam
3617,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",nonspam
3618,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,nonspam
3619,Hey check it da. I have listed da.,nonspam
3620,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam
3621,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,nonspam
3622,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,nonspam
3623,Goin to workout lor... Muz lose e fats... ,nonspam
3624,"Damn, poor zac doesn't stand a chance",nonspam
3625,No message..no responce..what happend?,nonspam
3626,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),nonspam
3627,Yeah right! I'll bring my tape measure fri!,nonspam
3628,Still chance there. If you search hard you will get it..let have a try :),nonspam
3629,Meeting u is my work. . . Tel me when shall i do my work tomorrow,nonspam
3630,Should I head straight there or what,nonspam
3631,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam
3632,Thank you princess! You are so sexy...,nonspam
3633,Oooh I got plenty of those!,nonspam
3634,Hui xin is in da lib.,nonspam
3635,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,nonspam
3636,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",nonspam
3637,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,nonspam
3638,You know what hook up means right?,nonspam
3639,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam
3640,Wat's da model num of ur phone?,nonspam
3641,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,nonspam
3642,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam
3643,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,nonspam
3644,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",nonspam
3645,* Thought I didn't see you.,nonspam
3646,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
3647,Carlos says we can pick up from him later so yeah we're set,nonspam
3648,"Hey babe, my friend had to cancel, still up for a visit ?",nonspam
3649,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,nonspam
3650,Hmm ill have to think about it... ok you're forgiven! =D,nonspam
3651,"We are hoping to get away by 7, from Langport. You still up for town tonight?",nonspam
3652,Want to send me a virtual hug?... I need one,nonspam
3653,"Probably not, still going over some stuff here",nonspam
3654,It has issues right now. Ill fix for her by tomorrow.,nonspam
3655,Why i come in between you people,nonspam
3656,Senthil group company Apnt 5pm.,nonspam
3657,Oh really?? Did you make it on air? What's your talent?,nonspam
3658,Studying. But i.ll be free next weekend.,nonspam
3659,R u here yet? I'm wearing blue shirt n black pants.,nonspam
3660,Wait.i will come out.. &lt;#&gt;  min:),nonspam
3661,I will reach ur home in  &lt;#&gt;  minutes,nonspam
3662,Well then you have a great weekend!,nonspam
3663,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",nonspam
3664,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",nonspam
3665,Huh? 6 also cannot? Then only how many mistakes?,nonspam
3666,Ha... U jus ate honey ar? So sweet...,nonspam
3667,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,nonspam
3668,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",nonspam
3669,Thanks for loving me so. You rock,nonspam
3670,Yeah imma come over cause jay wants to do some drugs,nonspam
3671,Ok thanx... Take care then...,nonspam
3672,Yup. Thk of u oso boring wat.,nonspam
3673," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",nonspam
3674,Moji just informed me that you saved our lives. Thanks.,nonspam
3675,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
3676,Whos this am in class:-),nonspam
3677,Hey r ü still online? I've finished the formatting...,nonspam
3678,Great! So what attracts you to the brothas?,nonspam
3679,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam
3680,Stupid.its not possible,nonspam
3681,I cant pick the phone right now. Pls send a message,nonspam
3682,LOL what happens in Vegas stays in vegas,nonspam
3683,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",nonspam
3684,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,nonspam
3685,Dad says hurry the hell up,nonspam
3686,Wake me up at  &lt;#&gt;  am morning:),nonspam
3687,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",nonspam
3688,Great! I shoot big loads so get ready!,nonspam
3689,I'll meet you in the lobby,nonspam
3690,You still coming tonight?,nonspam
3691,What happen dear tell me,nonspam
3692,"Sir, i am waiting for your call, once free please call me.",nonspam
3693,No i am not having not any movies in my laptop,nonspam
3694,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,nonspam
3695,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,nonspam
3696,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",nonspam
3697,I am in tirupur.  call you da.,nonspam
3698,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam
3699,S:)but he had some luck.2 catches put down:),nonspam
3700,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,nonspam
3701,Oh...i asked for fun. Haha...take care. ü,nonspam
3702,Shall i get my pouch?,nonspam
3703,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,nonspam
3704,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",nonspam
3705,Kent vale lor... Ü wait 4 me there ar?,nonspam
3706,Ok. Very good. Its all about making that money.,nonspam
3707,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),nonspam
3708,Aight do you still want to get money,nonspam
3709,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
3710,Ok.ok ok..then..whats ur todays plan,nonspam
3711,ARE YOU IN TOWN? THIS IS V. IMPORTANT,nonspam
3712,"Sorry pa, i dont knw who ru pa?",nonspam
3713,Wat u doing there?,nonspam
3714,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,nonspam
3715,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",nonspam
3716,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",nonspam
3717,Networking technical support associate.,nonspam
3718,I'm gonna rip out my uterus.,nonspam
3719,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,nonspam
3720,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam
